ev-id,net,day,time,lat,lon,dept,RMS,d_la,d_lo,d_de,Ml,Ml,M,mode
"isor2013ubkoi","SI",2013-10-13,07:42:55.816,63.8254,-22.6200,3.82,0.051,0.39,0.30,0.39,2.36,2.63,2.45,"manual"
"isor2013udrvw","SI",2013-10-14,13:39:50.471,63.8338,-22.6223,5.25,0.058,0.44,0.30,0.40,1.21,1.52,1.31,"manual"
"isor2013udluv","SI",2013-10-14,10:36:47.664,63.8228,-22.6241,2.96,0.041,0.40,0.28,0.33,1.11,1.42,1.21,"manual"
"isor2013ubkok","SI",2013-10-13,07:43:01.192,63.8262,-22.6156,3.63,0.056,0.47,0.27,0.46,2.38,2.66,2.48,"manual"
"isor2013ubkos","SI",2013-10-13,07:43:20.239,63.7993,-22.6354,5.34,0.041,0.62,0.41,0.52,2.88,3.23,2.99,"manual"
"isor2013ubkpc","SI",2013-10-13,07:43:48.718,63.8093,-22.6103,3.77,0.062,0.45,0.34,0.60,3.21,3.53,3.31,"manual"
"isor2013ubkpg","SI",2013-10-13,07:43:58.072,63.8138,-22.6108,3.31,0.053,0.52,0.33,0.59,2.96,3.26,3.06,"manual"
"isor2013ubkqa","SI",2013-10-13,07:44:53.506,63.8301,-22.6372,3.12,0.048,0.42,0.25,0.32,1.82,2.10,1.91,"manual"
"isor2013ubkqt","SI",2013-10-13,07:45:44.503,63.8183,-22.6089,3.36,0.042,0.42,0.28,0.38,1.74,2.17,1.88,"manual"
"isor2013ubkrh","SI",2013-10-13,07:46:21.314,63.8315,-22.6023,4.75,0.050,0.52,0.32,0.48,1.46,1.71,1.55,"manual"
"isor2013ubksd","SI",2013-10-13,07:47:25.734,63.8144,-22.6568,4.94,0.060,0.48,0.35,0.36,2.20,2.72,2.38,"manual"
"isor2013ucimt","SI",2013-10-13,19:48:26.198,63.8116,-22.6341,3.06,0.051,0.40,0.28,0.41,1.42,1.62,1.49,"manual"
"isor2013ubkse","SI",2013-10-13,07:47:20.786,63.8044,-22.6335,3.83,0.053,0.50,0.49,0.58,2.34,2.91,2.53,"manual"
"isor2013ucinc","SI",2013-10-13,19:48:51.588,63.8016,-22.6344,4.07,0.055,0.50,0.34,0.48,1.27,1.42,1.32,"manual"
"isor2013ucgcz","SI",2013-10-13,18:36:27.985,63.8282,-22.6082,2.82,0.049,0.39,0.24,0.35,1.79,2.11,1.90,"manual"
"isor2013ubksl","SI",2013-10-13,07:47:42.584,63.8332,-22.6254,4.66,0.057,0.46,0.30,0.47,1.77,2.16,1.90,"manual"
"isor2013ubksp","SI",2013-10-13,07:47:52.886,63.8158,-22.6219,3.53,0.042,0.43,0.33,0.40,1.99,2.27,2.09,"manual"
"isor2013ubkth","SI",2013-10-13,07:48:41.993,63.8285,-22.6165,2.98,0.056,0.37,0.26,0.32,1.94,2.23,2.04,"manual"
"isor2013ubktq","SI",2013-10-13,07:49:04.897,63.8231,-22.6343,3.06,0.060,0.38,0.28,0.37,2.12,2.40,2.22,"manual"
"isor2013ubkuc","SI",2013-10-13,07:49:36.889,63.8079,-22.6215,3.00,0.058,0.43,0.29,0.68,1.85,2.17,1.96,"manual"
"isor2013ubkuz","SI",2013-10-13,07:50:40.649,63.8197,-22.6588,2.24,0.073,0.41,0.29,0.39,2.93,3.15,3.00,"manual"
"isor2013ubxtf","SI",2013-10-13,14:22:35.191,63.8225,-22.6298,5.39,0.066,0.48,0.33,0.40,2.18,2.79,2.39,"manual"
"isor2013ubkvp","SI",2013-10-13,07:51:23.914,63.8268,-22.6163,3.25,0.058,0.38,0.28,0.39,1.89,2.42,2.07,"manual"
"isor2013ubkwh","SI",2013-10-13,07:52:12.709,63.8214,-22.6609,2.00,0.065,0.33,0.28,0.45,1.74,2.02,1.83,"manual"
"isor2013ubkxq","SI",2013-10-13,07:53:45.699,63.8157,-22.6426,3.76,0.051,0.53,0.45,0.66,1.49,1.77,1.58,"manual"
"isor2013ubkye","SI",2013-10-13,07:54:22.661,63.8123,-22.6753,4.55,0.074,0.70,0.44,0.43,1.36,1.72,1.48,"manual"
"isor2013ubkys","SI",2013-10-13,07:55:01.532,63.8089,-22.6086,3.80,0.054,0.44,0.34,0.59,2.48,2.81,2.59,"manual"
"isor2013ubkzi","SI",2013-10-13,07:55:44.607,63.8116,-22.6685,5.02,0.063,0.54,0.39,0.38,2.00,2.44,2.15,"manual"
"isor2013ubkzt","SI",2013-10-13,07:56:12.488,63.8068,-22.6526,4.01,0.057,0.51,0.36,0.40,1.71,1.85,1.75,"manual"
"isor2013ubkzv","SI",2013-10-13,07:56:19.928,63.8124,-22.6336,4.54,0.061,0.48,0.33,0.44,2.39,2.63,2.47,"manual"
"isor2013ublbj","SI",2013-10-13,07:58:05.729,63.8225,-22.6145,3.08,0.046,0.53,0.31,0.45,1.61,1.89,1.70,"manual"
"isor2013ublck","SI",2013-10-13,07:59:18.919,63.8016,-22.6663,4.00,0.058,0.52,0.47,0.51,2.11,2.36,2.19,"manual"
"isor2013ublep","SI",2013-10-13,08:01:51.421,63.8016,-22.6790,4.00,0.059,0.52,0.51,0.48,2.15,2.65,2.32,"manual"
"isor2013ublew","SI",2013-10-13,08:02:11.230,63.8100,-22.6712,4.65,0.064,0.55,0.43,0.41,1.68,1.94,1.77,"manual"
"isor2013ublgg","SI",2013-10-13,08:03:49.229,63.8147,-22.6186,3.03,0.060,0.57,0.40,0.67,1.57,1.97,1.70,"manual"
"isor2013ublgw","SI",2013-10-13,08:04:30.208,63.8127,-22.6011,3.25,0.051,0.42,0.34,0.52,2.12,2.21,2.15,"manual"
"isor2013ublhl","SI",2013-10-13,08:05:12.843,63.8310,-22.6315,3.63,0.055,0.45,0.28,0.42,1.39,1.61,1.47,"manual"
"isor2013ublic","SI",2013-10-13,08:05:58.353,63.8114,-22.6771,4.67,0.070,0.66,0.46,0.50,1.45,1.89,1.60,"manual"
"isor2013ubliz","SI",2013-10-13,08:06:58.304,63.8093,-22.6096,3.74,0.057,0.44,0.34,0.59,2.72,3.15,2.87,"manual"
"isor2013ubljl","SI",2013-10-13,08:07:30.998,63.8225,-22.6177,2.86,0.044,0.43,0.32,0.35,1.97,2.34,2.09,"manual"
"isor2013ublju","SI",2013-10-13,08:07:55.672,63.8088,-22.6108,3.79,0.060,0.46,0.36,0.65,2.18,2.41,2.26,"manual"
"isor2013ublkl","SI",2013-10-13,08:08:42.166,63.7988,-22.6761,3.55,0.065,0.55,0.59,0.61,1.53,1.79,1.62,"manual"
"isor2013ublkv","SI",2013-10-13,08:09:07.963,63.8180,-22.6069,3.27,0.041,0.45,0.29,0.46,1.58,1.90,1.69,"manual"
"isor2013ublmc","SI",2013-10-13,08:10:36.024,63.8151,-22.6094,4.41,0.052,0.45,0.40,0.48,2.44,2.93,2.60,"manual"
"isor2013ublnf","SI",2013-10-13,08:11:55.410,63.8013,-22.6834,4.05,0.065,0.64,0.43,0.48,1.53,2.01,1.69,"manual"
"isor2013ublnu","SI",2013-10-13,08:12:35.891,63.8089,-22.6354,4.72,0.055,0.50,0.37,0.51,2.29,2.67,2.42,"manual"
"isor2013ublrj","SI",2013-10-13,08:16:45.488,63.8456,-22.5709,4.56,0.039,0.46,0.24,0.55,1.20,1.45,1.28,"manual"
"isor2013ublrr","SI",2013-10-13,08:17:07.465,63.8234,-22.6325,2.93,0.051,0.44,0.29,0.35,1.77,2.05,1.86,"manual"
"isor2013ublsj","SI",2013-10-13,08:17:55.706,63.8114,-22.6797,4.40,0.067,0.65,0.58,0.48,1.38,1.63,1.46,"manual"
"isor2013ublss","SI",2013-10-13,08:18:19.148,63.8131,-22.6327,4.02,0.048,0.46,0.30,0.44,1.58,1.86,1.68,"manual"
"isor2013ublth","SI",2013-10-13,08:19:00.303,63.8279,-22.6311,3.27,0.058,0.45,0.27,0.40,2.69,3.05,2.81,"manual"
"isor2013ublue","SI",2013-10-13,08:20:01.523,63.8231,-22.6165,3.03,0.053,0.42,0.31,0.42,2.99,3.45,3.14,"manual"
"isor2013ubluy","SI",2013-10-13,08:20:56.801,63.8315,-22.6233,4.47,0.049,0.43,0.30,0.38,1.32,1.54,1.39,"manual"
"isor2013ublvt","SI",2013-10-13,08:21:53.227,63.8185,-22.6060,4.00,0.062,0.58,0.48,0.52,1.36,1.72,1.48,"manual"
"isor2013ublxo","SI",2013-10-13,08:23:59.733,63.8224,-22.6078,3.18,0.044,0.48,0.29,0.53,1.69,1.90,1.76,"manual"
"isor2013ublxw","SI",2013-10-13,08:24:19.878,63.8197,-22.6116,3.48,0.055,0.41,0.27,0.46,1.37,1.65,1.46,"manual"
"isor2013ublyg","SI",2013-10-13,08:24:47.901,63.8178,-22.6292,5.32,0.048,0.53,0.35,0.47,1.29,1.59,1.39,"manual"
"isor2013ublyr","SI",2013-10-13,08:25:15.440,63.8133,-22.6159,3.65,0.033,0.47,0.47,0.55,1.51,1.74,1.59,"manual"
"isor2013ublzg","SI",2013-10-13,08:25:56.671,63.8190,-22.6252,3.31,0.055,0.41,0.29,0.39,1.44,1.66,1.52,"manual"
"isor2013ublzs","SI",2013-10-13,08:26:28.559,63.8251,-22.6187,3.19,0.053,0.40,0.26,0.36,2.16,2.35,2.23,"manual"
"isor2013ublzu","SI",2013-10-13,08:26:35.583,63.8301,-22.6263,3.34,0.050,0.36,0.29,0.31,2.80,3.12,2.91,"manual"
"isor2013ubmai","SI",2013-10-13,08:27:13.054,63.8045,-22.6829,4.35,0.067,0.50,0.39,0.37,2.48,2.86,2.61,"manual"
"isor2013ubmbg","SI",2013-10-13,08:28:16.218,63.8029,-22.6782,3.99,0.060,0.50,0.40,0.48,1.58,1.89,1.68,"manual"
"isor2013ubmbm","SI",2013-10-13,08:28:33.565,63.8083,-22.6888,4.14,0.075,0.54,0.44,0.43,1.54,1.95,1.68,"manual"
"isor2013ubmbw","SI",2013-10-13,08:29:00.347,63.8145,-22.6055,2.83,0.061,0.42,0.39,0.59,1.75,2.18,1.89,"manual"
"isor2013ubmcb","SI",2013-10-13,08:29:14.425,63.8304,-22.6378,3.06,0.060,0.40,0.31,0.34,1.35,1.71,1.47,"manual"
"isor2013ubmdq","SI",2013-10-13,08:31:04.492,63.8050,-22.6604,3.83,0.051,0.56,0.45,0.53,1.35,1.58,1.42,"manual"
"isor2013ubmeu","SI",2013-10-13,08:32:24.650,63.8117,-22.6969,4.65,0.066,0.53,0.52,0.42,1.20,1.47,1.29,"manual"
"isor2013ubmfs","SI",2013-10-13,08:33:28.052,63.8352,-22.6238,3.87,0.045,0.41,0.27,0.44,1.33,1.52,1.39,"manual"
"isor2013ubmgl","SI",2013-10-13,08:34:19.147,63.8411,-22.5710,4.13,0.043,0.44,0.24,0.61,1.40,1.55,1.45,"manual"
"isor2013ubmhd","SI",2013-10-13,08:35:07.302,63.8058,-22.6942,4.47,0.067,0.59,0.48,0.43,1.42,1.82,1.55,"manual"
"isor2013ubmie","SI",2013-10-13,08:36:21.531,63.8050,-22.6884,4.04,0.070,0.56,0.44,0.44,1.50,1.85,1.62,"manual"
"isor2013ubmja","SI",2013-10-13,08:37:20.001,63.8112,-22.6433,5.86,0.057,0.56,0.52,0.45,1.60,1.76,1.65,"manual"
"isor2013ucuel","SI",2013-10-14,01:42:22.125,63.7954,-22.6795,0.91,0.061,0.41,0.42,0.70,1.28,1.47,1.34,"manual"
"isor2013ubmlm","SI",2013-10-13,08:40:12.771,63.8196,-22.6176,3.11,0.038,0.47,0.38,0.37,1.68,1.95,1.77,"manual"
"isor2013ucmvq","SI",2013-10-13,22:00:03.110,63.7961,-22.6684,3.94,0.056,0.46,0.36,0.44,2.38,2.69,2.48,"manual"
"isor2013ucdbw","SI",2013-10-13,17:04:13.217,63.8135,-22.6089,3.00,0.050,0.41,0.32,0.45,2.72,2.91,2.78,"manual"
"isor2013ucbhx","SI",2013-10-13,16:10:39.875,63.8276,-22.6094,3.05,0.051,0.50,0.34,0.61,3.52,3.65,3.56,"manual"
"isor2013ubmlo","SI",2013-10-13,08:40:18.167,63.8158,-22.6060,3.12,0.055,0.40,0.29,0.48,1.76,1.98,1.83,"manual"
"isor2013ubmmh","SI",2013-10-13,08:41:08.313,63.8145,-22.6297,5.41,0.040,0.50,0.33,0.42,1.58,1.77,1.64,"manual"
"isor2013ubmna","SI",2013-10-13,08:41:59.757,63.8100,-22.6253,3.45,0.057,0.47,0.41,0.58,1.37,1.56,1.43,"manual"
"isor2013ubmni","SI",2013-10-13,08:42:21.425,63.8172,-22.6176,3.37,0.057,0.41,0.32,0.49,1.43,1.62,1.50,"manual"
"isor2013ubmnw","SI",2013-10-13,08:42:58.678,63.8100,-22.6801,4.65,0.067,0.59,0.45,0.40,1.58,1.90,1.69,"manual"
"isor2013ubmqc","SI",2013-10-13,08:45:34.271,63.8157,-22.6783,4.31,0.072,0.54,0.46,0.39,1.30,1.61,1.40,"manual"
"isor2013ubmsw","SI",2013-10-13,08:48:48.780,63.8055,-22.7063,4.04,0.066,0.80,0.58,0.63,1.39,1.70,1.49,"manual"
"isor2013ubmtt","SI",2013-10-13,08:49:49.554,63.8069,-22.6969,3.57,0.024,0.77,0.54,0.48,1.11,1.37,1.20,"manual"
"isor2013ubmug","SI",2013-10-13,08:50:25.403,63.8089,-22.6723,5.38,0.062,0.62,0.42,0.41,1.60,1.86,1.69,"manual"
"isor2013ubmuu","SI",2013-10-13,08:51:02.688,63.8083,-22.6888,4.62,0.067,0.65,0.51,0.55,1.35,1.61,1.43,"manual"
"isor2013ubmvo","SI",2013-10-13,08:51:57.827,63.8100,-22.6814,4.96,0.084,0.64,0.46,0.44,1.47,1.77,1.57,"manual"
"isor2013ubmyh","SI",2013-10-13,08:55:07.270,63.8044,-22.6934,4.65,0.073,0.77,0.69,0.54,1.45,1.66,1.52,"manual"
"isor2013ubnbh","SI",2013-10-13,08:58:37.853,63.8175,-22.6094,3.32,0.050,0.44,0.35,0.45,1.34,1.70,1.46,"manual"
"isor2013ubncg","SI",2013-10-13,08:59:44.869,63.8155,-22.6079,2.84,0.048,0.45,0.32,0.47,1.53,1.82,1.63,"manual"
"isor2013ubncq","SI",2013-10-13,09:00:13.104,63.8043,-22.6364,3.65,0.049,0.46,0.32,0.56,1.53,1.82,1.63,"manual"
"isor2013ubngq","SI",2013-10-13,09:04:53.097,63.8067,-22.6950,4.35,0.073,0.63,0.52,0.48,1.25,1.65,1.38,"manual"
"isor2013ubnha","SI",2013-10-13,09:05:20.148,63.8195,-22.6179,2.94,0.060,0.40,0.34,0.40,1.60,1.74,1.65,"manual"
"isor2013ubnib","SI",2013-10-13,09:06:31.224,63.8131,-22.6735,4.71,0.062,0.64,0.42,0.47,1.31,1.54,1.39,"manual"
"isor2013ubnkr","RR",2013-10-13,09:09:35.145,63.8005,-22.6547,1.90,0.034,0.47,0.37,0.93,1.35,1.66,1.45,"manual"
"isor2013ubnmr","SI",2013-10-13,09:11:54.024,63.8175,-22.6190,3.22,0.051,0.43,0.32,0.40,2.76,2.92,2.81,"manual"
"isor2013ubnoc","SI",2013-10-13,09:13:34.068,63.8013,-22.6299,3.50,0.075,0.46,0.38,0.68,1.69,1.93,1.77,"manual"
"isor2013ubnoh","SI",2013-10-13,09:13:47.749,63.8166,-22.6201,3.49,0.055,0.42,0.31,0.40,1.76,2.05,1.86,"manual"
"isor2013ubnpb","SI",2013-10-13,09:14:42.181,63.8079,-22.6757,5.14,0.067,0.53,0.42,0.35,2.28,2.66,2.40,"manual"
"isor2013ubnpv","SI",2013-10-13,09:15:35.468,63.8262,-22.6150,3.15,0.050,0.50,0.31,0.56,1.75,2.07,1.85,"manual"
"isor2013ubnqv","SI",2013-10-13,09:16:44.603,63.8169,-22.6195,3.25,0.049,0.43,0.32,0.39,2.53,2.88,2.65,"manual"
"isor2013ubnru","SI",2013-10-13,09:17:51.001,63.8078,-22.6811,4.76,0.063,0.62,0.43,0.42,1.47,1.78,1.57,"manual"
"isor2013ubnsy","SI",2013-10-13,09:19:11.743,63.8152,-22.6174,3.00,0.056,0.47,0.33,0.45,1.39,1.77,1.52,"manual"
"isor2013ubnth","SI",2013-10-13,09:19:37.958,63.8106,-22.6840,4.65,0.068,0.65,0.51,0.44,1.28,1.72,1.43,"manual"
"isor2013ubnuq","SI",2013-10-13,09:21:11.018,63.8121,-22.6342,3.79,0.051,0.44,0.37,0.62,1.58,1.69,1.62,"manual"
"isor2013ubnwl","SI",2013-10-13,09:23:18.037,63.8245,-22.6237,4.85,0.050,0.52,0.30,0.43,1.23,1.48,1.31,"manual"
"isor2013ubnww","SI",2013-10-13,09:23:46.590,63.8010,-22.6637,3.73,0.069,0.47,0.42,0.53,1.83,2.25,1.97,"manual"
"isor2013ubnya","SI",2013-10-13,09:25:07.160,63.8038,-22.6844,4.59,0.060,0.69,0.54,0.48,1.31,1.53,1.38,"manual"
"isor2013ubnys","SI",2013-10-13,09:25:55.183,63.8005,-22.6738,3.66,0.055,0.49,0.42,0.51,1.45,1.65,1.51,"manual"
"isor2013uboae","SI",2013-10-13,09:27:37.640,63.8055,-22.6247,3.69,0.066,0.49,0.35,0.79,1.39,1.69,1.49,"manual"
"isor2013uboba","SI",2013-10-13,09:28:36.877,63.8044,-22.6819,3.90,0.039,0.56,0.42,0.49,1.25,1.61,1.37,"manual"
"isor2013ubocb","SI",2013-10-13,09:29:49.705,63.7982,-22.6760,4.00,0.061,0.50,0.47,0.46,1.54,1.69,1.59,"manual"
"isor2013ubodf","SI",2013-10-13,09:31:09.979,63.8029,-22.6687,3.86,0.063,0.48,0.42,0.42,1.71,1.95,1.79,"manual"
"isor2013uboej","SI",2013-10-13,09:32:32.732,63.8400,-22.6180,3.89,0.057,0.38,0.26,0.48,1.51,1.77,1.60,"manual"
"isor2013ubofd","SI",2013-10-13,09:33:25.283,63.8386,-22.6210,4.18,0.051,0.36,0.27,0.49,1.34,1.67,1.45,"manual"
"isor2013ubogb","SI",2013-10-13,09:34:30.026,63.8116,-22.6704,5.26,0.060,0.47,0.35,0.31,2.18,2.67,2.35,"manual"
"isor2013ubogt","SI",2013-10-13,09:35:17.889,63.8106,-22.6636,4.72,0.065,0.61,0.41,0.43,1.36,1.68,1.46,"manual"
"isor2013ubohf","SI",2013-10-13,09:35:49.619,63.7986,-22.6745,3.80,0.055,0.46,0.42,0.47,1.97,2.31,2.08,"manual"
"isor2013ubohs","SI",2013-10-13,09:36:25.204,63.8262,-22.6124,3.17,0.038,0.45,0.29,0.42,1.46,1.84,1.58,"manual"
"isor2013uboif","SI",2013-10-13,09:37:01.130,63.8005,-22.6789,3.83,0.055,0.54,0.49,0.48,2.35,2.85,2.52,"manual"
"isor2013uboil","SI",2013-10-13,09:37:16.458,63.8186,-22.6114,3.56,0.050,0.42,0.30,0.41,2.07,2.64,2.26,"manual"
"isor2013ubojv","SI",2013-10-13,09:38:52.355,63.8341,-22.6294,3.27,0.045,0.53,0.33,0.64,3.69,3.76,3.72,"manual"
"isor2013ubokv","SI",2013-10-13,09:40:04.427,63.8172,-22.6374,4.35,0.044,0.47,0.44,0.42,1.95,2.16,2.02,"manual"
"isor2013ubolz","SI",2013-10-13,09:41:23.188,63.8124,-22.6827,4.13,0.057,0.53,0.49,0.38,1.44,1.78,1.56,"manual"
"isor2013ubomx","SI",2013-10-13,09:42:29.632,63.8127,-22.6349,3.68,0.058,0.45,0.38,0.44,1.81,1.92,1.85,"manual"
"isor2013ubone","SI",2013-10-13,09:42:46.675,63.8287,-22.6089,3.80,0.055,0.40,0.25,0.37,1.67,1.84,1.72,"manual"
"isor2013uboqi","SI",2013-10-13,09:46:28.841,63.8304,-22.6276,3.10,0.053,0.35,0.30,0.30,1.48,1.85,1.60,"manual"
"isor2013uboqx","SI",2013-10-13,09:47:08.322,63.8110,-22.6736,4.77,0.070,0.53,0.39,0.37,1.90,2.26,2.02,"manual"
"isor2013uboro","SI",2013-10-13,09:47:53.801,63.8330,-22.6280,3.22,0.061,0.38,0.33,0.35,1.75,2.16,1.89,"manual"
"isor2013uboso","SI",2013-10-13,09:49:04.622,63.8100,-22.6789,4.69,0.072,0.67,0.42,0.44,1.28,1.63,1.40,"manual"
"isor2013uboug","SI",2013-10-13,09:51:02.334,63.8100,-22.6712,4.86,0.062,0.69,0.45,0.40,1.14,1.44,1.24,"manual"
"isor2013ubovi","SI",2013-10-13,09:52:18.148,63.8301,-22.6270,3.79,0.050,0.42,0.33,0.41,2.42,2.81,2.55,"manual"
"isor2013ubowb","SI",2013-10-13,09:53:09.258,63.8352,-22.6257,3.72,0.040,0.34,0.23,0.30,1.59,1.96,1.71,"manual"
"isor2013uboxt","SI",2013-10-13,09:55:07.210,63.8307,-22.6258,2.84,0.041,0.42,0.39,0.41,1.44,1.78,1.55,"manual"
"isor2013ubozy","SI",2013-10-13,09:57:41.480,63.8262,-22.6328,4.23,0.051,0.42,0.30,0.46,1.24,1.44,1.31,"manual"
"isor2013ubpbc","SI",2013-10-13,09:59:01.530,63.8027,-22.6855,4.59,0.065,0.57,0.41,0.44,1.66,2.15,1.82,"manual"
"isor2013ubpee","SI",2013-10-13,10:02:36.891,63.8144,-22.6052,3.36,0.052,0.48,0.35,0.49,1.54,1.83,1.64,"manual"
"isor2013ubpfa","SI",2013-10-13,10:03:35.924,63.8152,-22.6066,3.32,0.046,0.44,0.30,0.44,2.71,3.08,2.84,"manual"
"isor2013ubpfv","SI",2013-10-13,10:04:31.868,63.8152,-22.6097,3.43,0.051,0.43,0.28,0.47,1.21,1.35,1.26,"manual"
"isor2013ubpgf","SI",2013-10-13,10:05:00.017,63.8183,-22.6108,3.49,0.052,0.43,0.33,0.39,1.10,1.36,1.19,"manual"
"isor2013ubpht","SI",2013-10-13,10:06:46.063,63.8325,-22.6142,3.45,0.059,0.89,0.39,0.70,1.10,1.40,1.20,"manual"
"isor2013ubpkx","SI",2013-10-13,10:10:26.318,63.8169,-22.6112,3.56,0.053,0.45,0.27,0.48,1.90,2.14,1.98,"manual"
"isor2013ubplg","SI",2013-10-13,10:10:51.965,63.8161,-22.6098,3.46,0.057,0.43,0.27,0.46,1.79,2.05,1.88,"manual"
"isor2013ubpod","SI",2013-10-13,10:14:14.070,63.7943,-22.6653,3.52,0.066,0.45,0.45,0.57,1.66,1.94,1.75,"manual"
"isor2013ubprk","SI",2013-10-13,10:18:05.532,63.8268,-22.6259,4.46,0.060,0.44,0.35,0.43,1.10,1.40,1.20,"manual"
"isor2013ubpsf","SI",2013-10-13,10:18:58.218,63.8405,-22.6168,4.46,0.038,0.37,0.37,0.37,1.28,1.47,1.34,"manual"
"isor2013ubqre","SI",2013-10-13,10:48:03.408,63.8287,-22.6293,2.67,0.071,0.37,0.27,0.35,1.67,1.93,1.76,"manual"
"isor2013ubran","SI",2013-10-13,10:58:58.609,63.8016,-22.6293,3.00,0.076,0.44,0.36,0.69,2.27,2.58,2.37,"manual"
"isor2013ubrgy","SI",2013-10-13,11:06:29.241,63.7932,-22.6779,2.80,0.048,0.42,0.47,0.60,1.56,1.91,1.68,"manual"
"isor2013ubrnj","SI",2013-10-13,11:18:04.692,63.8141,-22.6255,3.43,0.057,0.41,0.28,0.42,1.81,1.98,1.87,"manual"
"isor2013ubrzw","SI",2013-10-13,11:28:29.141,63.8105,-22.6321,3.60,0.049,0.43,0.27,0.41,1.57,1.72,1.62,"manual"
"isor2013ubsca","SI",2013-10-13,11:31:00.235,63.8280,-22.6162,2.94,0.054,0.40,0.31,0.33,1.67,1.93,1.76,"manual"
"isor2013ubsow","SI",2013-10-13,11:49:07.047,63.8292,-22.6303,2.90,0.046,0.32,0.22,0.27,1.42,1.78,1.54,"manual"
"isor2013ubsqa","SI",2013-10-13,11:47:19.897,63.8135,-22.6637,4.73,0.068,0.51,0.39,0.36,1.20,1.51,1.30,"manual"
"isor2013ubspb","SI",2013-10-13,11:46:15.210,63.8228,-22.6126,3.15,0.041,0.44,0.28,0.34,2.56,2.68,2.60,"manual"
"isor2013ubsxl","SI",2013-10-13,11:55:58.271,63.8169,-22.6080,3.17,0.044,0.42,0.33,0.42,1.59,1.92,1.70,"manual"
"isor2013ubpsi","SI",2013-10-13,10:19:06.362,63.8067,-22.6810,5.31,0.069,0.59,0.54,0.51,1.54,1.85,1.65,"manual"
"isor2013ubpvf","SI",2013-10-13,10:22:28.809,63.8147,-22.6798,4.56,0.072,0.50,0.40,0.36,1.13,1.42,1.23,"manual"
"isor2013ubpyh","SI",2013-10-13,10:26:04.045,63.8285,-22.6331,4.27,0.068,0.51,0.38,0.47,1.34,1.60,1.43,"manual"
"isor2013ubpyx","SI",2013-10-13,10:26:46.867,63.8360,-22.6271,3.25,0.044,0.36,0.27,0.30,1.71,1.95,1.79,"manual"
"isor2013ubpzc","SI",2013-10-13,10:27:01.391,63.8344,-22.6307,3.60,0.038,0.36,0.27,0.40,1.92,2.22,2.02,"manual"
"isor2013ubpzg","SI",2013-10-13,10:27:11.270,63.8016,-22.6930,3.49,0.078,0.60,0.54,0.60,1.91,2.22,2.01,"manual"
"isor2013ubqbi","SI",2013-10-13,10:29:35.628,63.7993,-22.6762,4.00,0.068,0.48,0.39,0.47,2.04,2.48,2.19,"manual"
"isor2013ubqcx","SI",2013-10-13,10:31:25.253,63.8009,-22.6684,4.06,0.060,0.48,0.36,0.41,2.03,2.12,2.06,"manual"
"isor2013ubqdl","SI",2013-10-13,10:32:05.155,63.8002,-22.6960,3.85,0.072,0.60,0.58,0.73,1.49,1.65,1.54,"manual"
"isor2013ubqhh","SI",2013-10-13,10:36:33.152,63.8346,-22.6173,2.89,0.051,0.42,0.33,0.33,1.25,1.50,1.33,"manual"
"isor2013ubqic","SI",2013-10-13,10:37:30.744,63.8262,-22.6252,4.59,0.057,0.45,0.38,0.51,1.11,1.36,1.19,"manual"
"isor2013ubqky","SI",2013-10-13,10:40:47.908,63.8050,-22.6769,4.41,0.066,0.66,0.46,0.47,1.31,1.58,1.40,"manual"
"isor2013ubqnj","SI",2013-10-13,10:43:37.611,63.8242,-22.6217,2.91,0.044,0.47,0.26,0.37,2.35,2.76,2.48,"manual"
"isor2013ubqnq","SI",2013-10-13,10:43:55.560,63.8099,-22.6154,3.31,0.059,0.45,0.33,0.48,2.04,2.35,2.14,"manual"
"isor2013ubquu","SI",2013-10-13,10:52:16.180,63.7993,-22.6698,4.00,0.072,0.52,0.50,0.58,2.50,2.80,2.60,"manual"
"isor2013ubqvz","SI",2013-10-13,10:53:40.319,63.8009,-22.6748,3.99,0.061,0.47,0.43,0.47,1.94,2.17,2.02,"manual"
"isor2013ubqwz","SI",2013-10-13,10:54:49.809,63.8344,-22.6135,4.22,0.050,0.43,0.31,0.54,1.39,1.71,1.49,"manual"
"isor2013ubqyf","SI",2013-10-13,10:56:16.710,63.7932,-22.6486,4.00,0.059,0.47,0.67,0.85,1.64,1.87,1.72,"manual"
"isor2013ubrck","SI",2013-10-13,11:01:10.267,63.8248,-22.6103,3.48,0.043,0.48,0.30,0.54,1.92,2.19,2.01,"manual"
"isor2013ubril","SI",2013-10-13,11:08:11.934,63.8074,-22.6533,3.99,0.052,0.51,0.36,0.47,1.60,1.86,1.69,"manual"
"isor2013ubrit","SI",2013-10-13,11:08:33.817,63.8029,-22.6585,4.49,0.049,0.43,0.36,0.40,2.04,2.24,2.10,"manual"
"isor2013ubriw","SI",2013-10-13,11:08:40.697,63.8200,-22.6135,3.58,0.068,0.46,0.28,0.46,2.06,2.52,2.22,"manual"
"isor2013ubrkl","SI",2013-10-13,11:10:31.562,63.8220,-22.6144,3.41,0.046,0.45,0.33,0.39,1.18,1.57,1.31,"manual"
"isor2013ubrkw","SI",2013-10-13,11:11:01.296,63.7932,-22.6499,3.93,0.051,0.45,0.51,0.59,1.92,2.13,1.99,"manual"
